id,year,month,day,holiday,worked,date,dayofweek,weekday_fix,block,open,score
12211,2003,12,13,0,1,"12/13/2003",7,1,1,.7777778,39
12211,2003,12,14,0,0,"12/14/2003",1,0,1,.7777778,39
12211,2003,12,15,0,1,"12/15/2003",2,1,1,.7777778,39
12211,2003,12,16,0,1,"12/16/2003",3,1,1,.7777778,39
12211,2003,12,17,0,0,"12/17/2003",4,1,1,.7777778,39
12211,2003,12,18,0,1,"12/18/2003",5,1,1,.7777778,39
12211,2003,12,19,0,1,"12/19/2003",6,1,1,.7777778,39
12211,2003,12,20,0,1,"12/20/2003",7,1,1,.7777778,39
12211,2003,12,21,0,0,"12/21/2003",1,0,1,.7777778,39
12211,2003,12,22,0,1,"12/22/2003",2,1,1,.7777778,39
12211,2003,12,23,0,1,"12/23/2003",3,1,1,.7777778,39
12211,2003,12,24,0,1,"12/24/2003",4,1,1,.7777778,39
12211,2003,12,25,0,1,"12/25/2003",5,1,1,.7777778,39
12211,2003,12,26,0,1,"12/26/2003",6,1,1,.7777778,39
12211,2003,12,27,0,0,"12/27/2003",7,1,1,.7777778,39
12211,2003,12,28,0,0,"12/28/2003",1,0,1,.7777778,39
12211,2003,12,29,0,1,"12/29/2003",2,1,1,.7777778,39
12211,2003,12,30,0,0,"12/30/2003",3,1,1,.7777778,39
12211,2003,12,31,0,1,"12/31/2003",4,1,1,.7777778,39
12211,2004,1,1,1,0,"1/1/2004",5,1,1,.6666667,39
12211,2004,1,2,0,1,"1/2/2004",6,1,1,.6666667,39
12211,2004,1,3,0,1,"1/3/2004",7,1,1,.6666667,39
12211,2004,1,4,0,0,"1/4/2004",1,0,1,.6666667,39
12211,2004,1,5,0,0,"1/5/2004",2,1,1,.6666667,39
12211,2004,1,6,0,0,"1/6/2004",3,1,1,.6666667,39
12211,2004,1,7,0,0,"1/7/2004",4,1,1,.6666667,39
12211,2004,1,8,0,0,"1/8/2004",5,1,1,.6666667,39
12211,2004,1,9,0,0,"1/9/2004",6,1,1,.6666667,39
12211,2004,1,10,0,0,"1/10/2004",7,1,1,.6666667,39
12211,2004,1,11,0,0,"1/11/2004",1,0,1,.6666667,39
12211,2004,1,12,0,0,"1/12/2004",2,1,1,.6666667,39
12211,2004,1,13,0,0,"1/13/2004",3,1,1,.6666667,39
12211,2004,1,14,1,0,"1/14/2004",4,1,1,.6666667,39
12211,2004,1,15,0,1,"1/15/2004",5,1,1,.6666667,39
12211,2004,1,16,0,1,"1/16/2004",6,1,1,.6666667,39
12211,2004,1,17,0,1,"1/17/2004",7,1,1,.6666667,39
12211,2004,1,18,0,0,"1/18/2004",1,0,1,.6666667,39
12211,2004,1,19,0,1,"1/19/2004",2,1,1,.6666667,39
12211,2004,1,20,0,1,"1/20/2004",3,1,1,.6666667,39
12211,2004,1,21,0,1,"1/21/2004",4,1,1,.6666667,39
12211,2004,1,22,0,1,"1/22/2004",5,1,1,.6666667,39
12211,2004,1,23,0,1,"1/23/2004",6,1,1,.6666667,39
12211,2004,1,24,0,1,"1/24/2004",7,1,1,.6666667,39
12211,2004,1,25,0,0,"1/25/2004",1,0,1,.6666667,39
12211,2004,1,26,0,1,"1/26/2004",2,1,1,.6666667,39
12211,2004,1,27,0,1,"1/27/2004",3,1,1,.6666667,39
12211,2004,1,28,0,1,"1/28/2004",4,1,1,.6666667,39
12211,2004,1,29,0,1,"1/29/2004",5,1,1,.6666667,39
12211,2004,1,30,0,1,"1/30/2004",6,1,1,.6666667,39
12211,2004,1,31,0,1,"1/31/2004",7,1,1,.6666667,39
12211,2004,2,1,0,0,"2/1/2004",1,0,1,.7777778,39
12211,2004,2,2,1,0,"2/2/2004",2,1,1,.7777778,39
12211,2004,2,3,0,1,"2/3/2004",3,1,1,.7777778,39
12211,2004,2,4,0,1,"2/4/2004",4,1,1,.7777778,39
12211,2004,2,5,0,1,"2/5/2004",5,1,1,.7777778,39
12211,2004,2,6,0,1,"2/6/2004",6,1,1,.7777778,39
12211,2004,2,7,0,0,"2/7/2004",7,1,1,.7777778,39
12211,2004,2,8,0,0,"2/8/2004",1,0,1,.7777778,39
12211,2004,2,9,1,0,"2/9/2004",2,1,1,.7777778,39
12211,2004,2,10,1,0,"2/10/2004",3,1,1,.7777778,39
12211,2004,2,11,0,1,"2/11/2004",4,1,1,.7777778,39
12211,2004,2,12,0,1,"2/12/2004",5,1,1,.7777778,39
12211,2004,2,13,0,1,"2/13/2004",6,1,1,.7777778,39
12211,2004,2,14,0,1,"2/14/2004",7,1,1,.7777778,39
12211,2004,2,15,0,0,"2/15/2004",1,0,1,.7777778,39
12211,2004,2,16,0,1,"2/16/2004",2,1,1,.7777778,39
12211,2004,2,17,0,1,"2/17/2004",3,1,1,.7777778,39
12211,2004,2,18,1,0,"2/18/2004",4,1,1,.7777778,39
12211,2004,2,19,0,0,"2/19/2004",5,1,1,.7777778,39
12211,2004,2,20,0,1,"2/20/2004",6,1,1,.7777778,39
12211,2004,2,21,0,1,"2/21/2004",7,1,1,.7777778,39
12211,2004,2,22,0,0,"2/22/2004",1,0,1,.7777778,39
12211,2004,2,23,0,1,"2/23/2004",2,1,1,.7777778,39
12211,2004,2,24,0,1,"2/24/2004",3,1,1,.7777778,39
12211,2004,2,25,0,1,"2/25/2004",4,1,1,.7777778,39
12211,2004,2,26,0,1,"2/26/2004",5,1,1,.7777778,39
12211,2004,2,27,0,1,"2/27/2004",6,1,1,.7777778,39
12211,2004,2,28,0,1,"2/28/2004",7,1,1,.7777778,39
12211,2004,2,29,0,0,"2/29/2004",1,0,1,.7777778,39
12211,2004,3,1,0,1,"3/1/2004",2,1,1,.2222222,39
12211,2004,3,2,0,0,"3/2/2004",3,1,1,.2222222,39
12211,2004,3,3,0,1,"3/3/2004",4,1,1,.2222222,39
12211,2004,3,4,0,1,"3/4/2004",5,1,1,.2222222,39
12211,2004,3,5,0,1,"3/5/2004",6,1,1,.2222222,39
12211,2004,3,6,1,0,"3/6/2004",7,1,1,.2222222,39
12211,2004,3,7,0,0,"3/7/2004",1,0,1,.2222222,39
12211,2004,3,8,0,1,"3/8/2004",2,1,1,.2222222,39
12211,2004,3,9,0,1,"3/9/2004",3,1,1,.2222222,39
12211,2004,3,10,0,1,"3/10/2004",4,1,1,.2222222,39
12211,2004,3,11,0,1,"3/11/2004",5,1,1,.2222222,39
12211,2004,3,12,0,1,"3/12/2004",6,1,1,.2222222,39
12211,2004,3,13,0,1,"3/13/2004",7,1,1,.2222222,39
12211,2004,3,14,0,0,"3/14/2004",1,0,1,.2222222,39
12211,2004,3,15,0,1,"3/15/2004",2,1,1,.2222222,39
12211,2004,3,16,1,0,"3/16/2004",3,1,1,.2222222,39
12211,2004,3,17,0,1,"3/17/2004",4,1,1,.2222222,39
12211,2004,3,18,0,0,"3/18/2004",5,1,1,.2222222,39
12211,2004,3,19,0,1,"3/19/2004",6,1,1,.2222222,39
12211,2004,3,20,0,1,"3/20/2004",7,1,1,.2222222,39
12211,2004,3,21,0,0,"3/21/2004",1,0,1,.2222222,39
12211,2004,3,22,0,1,"3/22/2004",2,1,1,.2222222,39
12211,2004,3,23,0,1,"3/23/2004",3,1,1,.2222222,39
12211,2004,3,24,0,1,"3/24/2004",4,1,1,.2222222,39
12211,2004,3,25,0,1,"3/25/2004",5,1,1,.2222222,39
12211,2004,3,26,0,1,"3/26/2004",6,1,1,.2222222,39
12211,2004,3,27,0,1,"3/27/2004",7,1,1,.2222222,39
12211,2004,3,28,0,0,"3/28/2004",1,0,1,.2222222,39
12211,2004,3,29,0,1,"3/29/2004",2,1,1,.2222222,39
12211,2004,3,30,0,0,"3/30/2004",3,1,1,.2222222,39
12211,2004,3,31,0,1,"3/31/2004",4,1,1,.2222222,39
12211,2004,4,1,1,0,"4/1/2004",5,1,1,.5555556,39
12211,2004,4,2,1,0,"4/2/2004",6,1,1,.5555556,39
12211,2004,4,3,0,1,"4/3/2004",7,1,1,.5555556,39
12211,2004,4,4,0,0,"4/4/2004",1,0,1,.5555556,39
12211,2004,4,5,0,1,"4/5/2004",2,1,1,.5555556,39
12211,2004,4,6,0,1,"4/6/2004",3,1,1,.5555556,39
12211,2004,4,7,0,1,"4/7/2004",4,1,1,.5555556,39
12211,2004,4,8,1,0,"4/8/2004",5,1,1,.5555556,39
12211,2004,4,9,1,0,"4/9/2004",6,1,1,.5555556,39
12211,2004,4,10,0,1,"4/10/2004",7,1,1,.5555556,39
12211,2004,4,11,0,0,"4/11/2004",1,0,1,.5555556,39
12211,2004,4,12,0,1,"4/12/2004",2,1,1,.5555556,39
12211,2004,4,13,0,1,"4/13/2004",3,1,1,.5555556,39
12211,2004,4,14,0,0,"4/14/2004",4,1,1,.5555556,39
12211,2004,4,15,0,1,"4/15/2004",5,1,1,.5555556,39
12211,2004,4,16,0,1,"4/16/2004",6,1,1,.5555556,39
12211,2004,4,17,0,1,"4/17/2004",7,1,1,.5555556,39
12211,2004,4,18,0,0,"4/18/2004",1,0,1,.5555556,39
12211,2004,4,19,0,1,"4/19/2004",2,1,1,.5555556,39
12211,2004,4,20,0,1,"4/20/2004",3,1,1,.5555556,39
12211,2004,4,21,0,1,"4/21/2004",4,1,1,.5555556,39
12211,2004,4,22,0,1,"4/22/2004",5,1,1,.5555556,39
12211,2004,4,23,0,1,"4/23/2004",6,1,1,.5555556,39
12211,2004,4,24,0,0,"4/24/2004",7,1,1,.5555556,39
12211,2004,4,25,0,0,"4/25/2004",1,0,1,.5555556,39
12211,2004,4,26,0,1,"4/26/2004",2,1,1,.5555556,39
12211,2004,4,27,0,1,"4/27/2004",3,1,1,.5555556,39
12211,2004,4,28,0,1,"4/28/2004",4,1,1,.5555556,39
12211,2004,4,29,0,1,"4/29/2004",5,1,1,.5555556,39
12211,2004,4,30,0,0,"4/30/2004",6,1,1,.5555556,39
12211,2004,5,1,0,1,"5/1/2004",7,1,1,.75,39
12211,2004,5,2,0,0,"5/2/2004",1,0,1,.75,39
12211,2004,5,3,0,0,"5/3/2004",2,1,1,.75,39
12211,2004,5,4,0,0,"5/4/2004",3,1,1,.75,39
12211,2004,5,5,1,0,"5/5/2004",4,1,1,.75,39
12211,2004,5,6,0,1,"5/6/2004",5,1,1,.75,39
12211,2004,5,7,0,1,"5/7/2004",6,1,1,.75,39
12211,2004,5,8,0,1,"5/8/2004",7,1,1,.75,39
12211,2004,5,9,0,0,"5/9/2004",1,0,1,.75,39
12211,2004,5,10,0,1,"5/10/2004",2,1,1,.75,39
12211,2004,5,11,0,0,"5/11/2004",3,1,1,.75,39
12211,2004,5,12,0,1,"5/12/2004",4,1,1,.75,39
12211,2004,5,13,0,1,"5/13/2004",5,1,1,.75,39
12211,2004,5,14,0,1,"5/14/2004",6,1,1,.75,39
12211,2004,5,15,0,0,"5/15/2004",7,1,1,.75,39
12211,2004,5,16,0,0,"5/16/2004",1,0,1,.75,39
12211,2004,5,17,0,1,"5/17/2004",2,1,1,.75,39
12211,2004,5,18,0,1,"5/18/2004",3,1,1,.75,39
12211,2004,5,19,0,1,"5/19/2004",4,1,1,.75,39
12211,2004,5,20,0,1,"5/20/2004",5,1,1,.75,39
12211,2004,5,21,0,1,"5/21/2004",6,1,1,.75,39
12211,2004,5,22,0,1,"5/22/2004",7,1,1,.75,39
12211,2004,5,23,0,0,"5/23/2004",1,0,1,.75,39
12211,2004,5,24,0,1,"5/24/2004",2,1,1,.75,39
12211,2004,5,25,0,1,"5/25/2004",3,1,1,.75,39
12211,2004,5,26,0,1,"5/26/2004",4,1,1,.75,39
12211,2004,5,27,0,0,"5/27/2004",5,1,1,.75,39
12211,2004,5,28,0,1,"5/28/2004",6,1,1,.75,39
12211,2004,5,29,0,1,"5/29/2004",7,1,1,.75,39
12211,2004,5,30,0,0,"5/30/2004",1,0,1,.75,39
12211,2004,5,31,0,1,"5/31/2004",2,1,1,.75,39
12211,2004,6,1,0,1,"6/1/2004",3,1,1,.5,39
12211,2004,6,2,1,0,"6/2/2004",4,1,1,.5,39
12211,2004,6,3,0,1,"6/3/2004",5,1,1,.5,39
12211,2004,6,4,0,1,"6/4/2004",6,1,1,.5,39
12211,2004,6,5,0,1,"6/5/2004",7,1,1,.5,39
12211,2004,6,6,0,0,"6/6/2004",1,0,1,.5,39
12211,2004,6,7,0,1,"6/7/2004",2,1,1,.5,39
12211,2004,6,8,0,1,"6/8/2004",3,1,1,.5,39
12211,2004,6,9,0,0,"6/9/2004",4,1,1,.5,39
12211,2004,6,10,1,0,"6/10/2004",5,1,1,.5,39
12211,2004,6,11,1,0,"6/11/2004",6,1,1,.5,39
12211,2004,6,12,0,1,"6/12/2004",7,1,1,.5,39
12211,2004,6,13,0,0,"6/13/2004",1,0,1,.5,39
12211,2004,6,14,0,1,"6/14/2004",2,1,1,.5,39
12211,2004,6,15,0,1,"6/15/2004",3,1,1,.5,39
12211,2004,6,16,0,1,"6/16/2004",4,1,1,.5,39
12211,2004,6,17,0,1,"6/17/2004",5,1,1,.5,39
12211,2004,6,18,0,1,"6/18/2004",6,1,1,.5,39
12211,2004,6,19,0,1,"6/19/2004",7,1,1,.5,39
12211,2004,6,20,0,0,"6/20/2004",1,0,1,.5,39
12211,2004,6,21,0,1,"6/21/2004",2,1,1,.5,39
12211,2004,6,22,0,1,"6/22/2004",3,1,1,.5,39
12211,2004,6,23,0,0,"6/23/2004",4,1,1,.5,39
12211,2004,6,24,0,1,"6/24/2004",5,1,1,.5,39
12211,2004,6,25,0,1,"6/25/2004",6,1,1,.5,39
12211,2004,6,26,0,1,"6/26/2004",7,1,1,.5,39
12211,2004,6,27,0,0,"6/27/2004",1,0,1,.5,39
12211,2004,6,28,0,0,"6/28/2004",2,1,1,.5,39
12211,2004,6,29,0,0,"6/29/2004",3,1,1,.5,39
12211,2004,6,30,0,1,"6/30/2004",4,1,1,.5,39
12211,2004,7,1,0,0,"7/1/2004",5,1,1,.625,39
12211,2004,7,2,1,0,"7/2/2004",6,1,1,.625,39
12211,2004,7,3,0,1,"7/3/2004",7,1,1,.625,39
12211,2004,7,4,0,0,"7/4/2004",1,0,1,.625,39
12211,2004,7,5,0,1,"7/5/2004",2,1,1,.625,39
12211,2004,7,6,0,0,"7/6/2004",3,1,1,.625,39
12211,2004,7,7,0,1,"7/7/2004",4,1,1,.625,39
12211,2004,7,8,0,1,"7/8/2004",5,1,1,.625,39
12211,2004,7,9,0,1,"7/9/2004",6,1,1,.625,39
12211,2004,7,10,0,1,"7/10/2004",7,1,1,.625,39
12211,2004,7,11,0,0,"7/11/2004",1,0,1,.625,39
12211,2004,7,12,0,1,"7/12/2004",2,1,1,.625,39
12211,2004,7,13,0,1,"7/13/2004",3,1,1,.625,39
12211,2004,7,14,0,1,"7/14/2004",4,1,1,.625,39
12211,2004,7,15,0,1,"7/15/2004",5,1,1,.625,39
12211,2004,7,16,0,1,"7/16/2004",6,1,1,.625,39
12211,2004,7,17,0,0,"7/17/2004",7,1,1,.625,39
12211,2004,7,18,0,0,"7/18/2004",1,0,1,.625,39
12211,2004,7,19,0,1,"7/19/2004",2,1,1,.625,39
12211,2004,7,20,0,1,"7/20/2004",3,1,1,.625,39
12211,2004,7,21,0,1,"7/21/2004",4,1,1,.625,39
12211,2004,7,22,0,1,"7/22/2004",5,1,1,.625,39
12211,2004,7,23,0,1,"7/23/2004",6,1,1,.625,39
12211,2004,7,24,0,1,"7/24/2004",7,1,1,.625,39
12211,2004,7,25,0,0,"7/25/2004",1,0,1,.625,39
12211,2004,7,26,0,1,"7/26/2004",2,1,1,.625,39
12211,2004,7,27,0,1,"7/27/2004",3,1,1,.625,39
12211,2004,7,28,0,1,"7/28/2004",4,1,1,.625,39
12211,2004,7,29,0,1,"7/29/2004",5,1,1,.625,39
12211,2004,7,30,0,1,"7/30/2004",6,1,1,.625,39
12211,2004,7,31,0,1,"7/31/2004",7,1,1,.625,39
12211,2004,8,1,0,0,"8/1/2004",1,0,1,.3333333,39
12211,2004,8,2,1,0,"8/2/2004",2,1,1,.3333333,39
12211,2004,8,3,0,1,"8/3/2004",3,1,1,.3333333,39
12211,2004,8,4,0,1,"8/4/2004",4,1,1,.3333333,39
12211,2004,8,5,0,0,"8/5/2004",5,1,1,.3333333,39
12211,2004,8,6,0,1,"8/6/2004",6,1,1,.3333333,39
12211,2004,8,7,0,1,"8/7/2004",7,1,1,.3333333,39
12211,2004,8,8,0,0,"8/8/2004",1,0,1,.3333333,39
12211,2004,8,9,0,1,"8/9/2004",2,1,1,.3333333,39
12211,2004,8,10,0,0,"8/10/2004",3,1,1,.3333333,39
12211,2004,8,11,0,1,"8/11/2004",4,1,1,.3333333,39
12211,2004,8,12,0,1,"8/12/2004",5,1,1,.3333333,39
12211,2004,8,13,0,1,"8/13/2004",6,1,1,.3333333,39
12211,2004,8,14,0,1,"8/14/2004",7,1,1,.3333333,39
12211,2004,8,15,0,0,"8/15/2004",1,0,1,.3333333,39
12211,2004,8,16,1,0,"8/16/2004",2,1,1,.3333333,39
12211,2004,8,17,1,0,"8/17/2004",3,1,1,.3333333,39
12211,2004,8,18,1,0,"8/18/2004",4,1,1,.3333333,39
12211,2004,8,19,1,0,"8/19/2004",5,1,1,.3333333,39
12211,2004,8,20,1,0,"8/20/2004",6,1,1,.3333333,39
12211,2004,8,21,1,0,"8/21/2004",7,1,1,.3333333,39
12211,2004,8,22,0,0,"8/22/2004",1,0,1,.3333333,39
12211,2004,8,23,1,0,"8/23/2004",2,1,1,.3333333,39
12211,2004,8,24,1,0,"8/24/2004",3,1,1,.3333333,39
12211,2004,8,25,1,0,"8/25/2004",4,1,1,.3333333,39
12211,2004,8,26,1,0,"8/26/2004",5,1,1,.3333333,39
12211,2004,8,27,1,0,"8/27/2004",6,1,1,.3333333,39
12211,2004,8,28,0,1,"8/28/2004",7,1,1,.3333333,39
12211,2004,8,29,0,0,"8/29/2004",1,0,1,.3333333,39
12211,2004,8,30,1,0,"8/30/2004",2,1,1,.3333333,39
12211,2004,8,31,0,0,"8/31/2004",3,1,1,.3333333,39
12211,2004,9,1,0,1,"9/1/2004",4,1,1,1,39
12211,2004,9,2,1,0,"9/2/2004",5,1,1,1,39
12211,2004,9,3,0,1,"9/3/2004",6,1,1,1,39
12211,2004,9,4,0,1,"9/4/2004",7,1,1,1,39
12211,2004,9,5,0,0,"9/5/2004",1,0,1,1,39
12211,2004,9,6,0,1,"9/6/2004",2,1,1,1,39
12211,2004,9,7,1,0,"9/7/2004",3,1,1,1,39
12211,2004,9,8,0,1,"9/8/2004",4,1,1,1,39
12211,2004,9,9,0,1,"9/9/2004",5,1,1,1,39
12211,2004,9,10,0,1,"9/10/2004",6,1,1,1,39
12211,2004,9,11,0,1,"9/11/2004",7,1,1,1,39
12211,2004,9,12,0,0,"9/12/2004",1,0,1,1,39
12211,2004,9,13,0,1,"9/13/2004",2,1,1,1,39
12211,2004,9,14,0,1,"9/14/2004",3,1,1,1,39
12211,2004,9,15,0,1,"9/15/2004",4,1,1,1,39
12211,2004,9,16,0,1,"9/16/2004",5,1,1,1,39
12211,2004,9,17,0,1,"9/17/2004",6,1,1,1,39
12211,2004,9,18,0,1,"9/18/2004",7,1,1,1,39
12211,2004,9,19,0,0,"9/19/2004",1,0,1,1,39
12211,2004,9,20,0,0,"9/20/2004",2,1,1,1,39
12211,2004,9,21,0,1,"9/21/2004",3,1,1,1,39
12211,2004,9,22,0,1,"9/22/2004",4,1,1,1,39
12211,2004,9,23,0,1,"9/23/2004",5,1,1,1,39
12211,2004,9,24,0,1,"9/24/2004",6,1,1,1,39
12211,2004,9,25,0,1,"9/25/2004",7,1,1,1,39
12211,2004,9,26,0,0,"9/26/2004",1,0,1,1,39
12211,2004,9,27,0,1,"9/27/2004",2,1,1,1,39
12211,2004,9,28,0,0,"9/28/2004",3,1,1,1,39
12211,2004,9,29,0,1,"9/29/2004",4,1,1,1,39
12211,2004,9,30,0,1,"9/30/2004",5,1,1,1,39
12211,2004,10,1,0,1,"10/1/2004",6,1,1,.8,39
12211,2004,10,2,1,0,"10/2/2004",7,1,1,.8,39
12211,2004,10,3,0,0,"10/3/2004",1,0,1,.8,39
12211,2004,10,4,0,1,"10/4/2004",2,1,1,.8,39
12211,2004,10,5,0,0,"10/5/2004",3,1,1,.8,39
12211,2004,10,6,0,1,"10/6/2004",4,1,1,.8,39
12211,2004,10,7,0,1,"10/7/2004",5,1,1,.8,39
12211,2004,10,8,0,1,"10/8/2004",6,1,1,.8,39
12211,2004,10,9,0,1,"10/9/2004",7,1,1,.8,39
12211,2004,10,10,0,0,"10/10/2004",1,0,1,.8,39
12211,2004,10,11,0,1,"10/11/2004",2,1,1,.8,39
12211,2004,10,12,0,1,"10/12/2004",3,1,1,.8,39
12211,2004,10,13,0,1,"10/13/2004",4,1,1,.8,39
12211,2004,10,14,0,0,"10/14/2004",5,1,1,.8,39
12211,2004,10,15,0,1,"10/15/2004",6,1,1,.8,39
12211,2004,10,16,0,0,"10/16/2004",7,1,1,.8,39
12211,2004,10,17,0,0,"10/17/2004",1,0,1,.8,39
12211,2004,10,18,0,1,"10/18/2004",2,1,1,.8,39
12211,2004,10,19,0,1,"10/19/2004",3,1,1,.8,39
12211,2004,10,20,1,0,"10/20/2004",4,1,1,.8,39
12211,2004,10,21,0,1,"10/21/2004",5,1,1,.8,39
12211,2004,10,22,0,0,"10/22/2004",6,1,1,.8,39
12211,2004,10,23,0,1,"10/23/2004",7,1,1,.8,39
12211,2004,10,24,0,0,"10/24/2004",1,0,1,.8,39
12211,2004,10,25,0,1,"10/25/2004",2,1,1,.8,39
12211,2004,10,26,0,1,"10/26/2004",3,1,1,.8,39
12211,2004,10,27,0,1,"10/27/2004",4,1,1,.8,39
12211,2004,10,28,0,1,"10/28/2004",5,1,1,.8,39
12211,2004,10,29,0,1,"10/29/2004",6,1,1,.8,39
12211,2004,10,30,0,1,"10/30/2004",7,1,1,.8,39
12211,2004,10,31,0,0,"10/31/2004",1,0,1,.8,39
12211,2004,11,1,0,1,"11/1/2004",2,1,1,.625,39
12211,2004,11,2,1,0,"11/2/2004",3,1,1,.625,39
12211,2004,11,3,0,1,"11/3/2004",4,1,1,.625,39
12211,2004,11,4,0,0,"11/4/2004",5,1,1,.625,39
12211,2004,11,5,0,1,"11/5/2004",6,1,1,.625,39
12211,2004,11,6,0,1,"11/6/2004",7,1,1,.625,39
12211,2004,11,7,0,0,"11/7/2004",1,0,1,.625,39
12211,2004,11,8,0,0,"11/8/2004",2,1,1,.625,39
12211,2004,11,9,0,1,"11/9/2004",3,1,1,.625,39
12211,2004,11,10,0,0,"11/10/2004",4,1,1,.625,39
12211,2004,11,11,0,0,"11/11/2004",5,1,1,.625,39
